CBO Ocupação 2002;titulo;POTECoriginal;potec;Potec Grupo
822105;Forneiro de cubilô;Demais Ocupações;Demais Ocupações;Demais Ocupações
822120;Forneiro de reaquecimento e tratamento térmico na metalurgia;Demais Ocupações;Demais Ocupações;Demais Ocupações
822115;Forneiro de fundição (forno de redução);Demais Ocupações;Demais Ocupações;Demais Ocupações
822125;Forneiro de revérbero;Demais Ocupações;Demais Ocupações;Demais Ocupações
823105;Preparador de massa (fabricação de abrasivos);Demais Ocupações;Demais Ocupações;Demais Ocupações
823135;Operador de atomizador;Demais Ocupações;Demais Ocupações;Demais Ocupações
823130;Preparador de aditivos;Demais Ocupações;Demais Ocupações;Demais Ocupações
823125;Preparador de esmaltes (cerâmica);Demais Ocupações;Demais Ocupações;Demais Ocupações
823120;Preparador de barbotina;Demais Ocupações;Demais Ocupações;Demais Ocupações
823115;Preparador de massa de argila;Demais Ocupações;Demais Ocupações;Demais Ocupações
823110;Preparador de massa (fabricação de vidro);Demais Ocupações;Demais Ocupações;Demais Ocupações
823210;Extrusor de fios ou fibras de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
823215;Forneiro na fundição de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
823265;Trabalhador na fabricação de produtos abrasivos;Demais Ocupações;Demais Ocupações;Demais Ocupações
823255;Temperador de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
823250;Operador de prensa de moldar vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
823245;Operador de máquina extrusora de varetas e tubos de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
823240;Operador de máquina de soprar vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
823235;Operador de banho metálico de vidro por flutuação;Demais Ocupações;Demais Ocupações;Demais Ocupações
823220;Forneiro no recozimento de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
823230;Moldador de abrasivos na fabricação de cerâmica, vidro e porcelana;Demais Ocupações;Demais Ocupações;Demais Ocupações
823320;Trabalhador da elaboração de pré-fabricados (cimento amianto);Demais Ocupações;Demais Ocupações;Demais Ocupações
823325;Trabalhador da elaboração de pré-fabricados (concreto armado);Demais Ocupações;Demais Ocupações;Demais Ocupações
823330;Trabalhador da fabricação de pedras artificiais;Demais Ocupações;Demais Ocupações;Demais Ocupações
823305;Classificador e empilhador de tijolos refratários;Demais Ocupações;Demais Ocupações;Demais Ocupações
823315;Forneiro (materiais de construção);Demais Ocupações;Demais Ocupações;Demais Ocupações
828105;Oleiro (fabricação de telhas);Demais Ocupações;Demais Ocupações;Demais Ocupações
828110;Oleiro (fabricação de tijolos);Demais Ocupações;Demais Ocupações;Demais Ocupações
830105;Mestre (indústria de celulose, papel e papelão);Demais Ocupações;Demais Ocupações;Demais Ocupações
831105;Cilindreiro na preparação de pasta para fabricação de papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
831110;Operador de branqueador de pasta para fabricação de papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
831115;Operador de digestor de pasta para fabricação de papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
831120;Operador de lavagem e depuração de pasta para fabricação de papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
831125;Operador de máquina de secar celulose;Demais Ocupações;Demais Ocupações;Demais Ocupações
832110;Operador de cortadeira de papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
832105;Calandrista de papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
832115;Operador de máquina de fabricar papel  (fase úmida);Demais Ocupações;Demais Ocupações;Demais Ocupações
832135;Operador de rebobinadeira na fabricação de papel e papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
832125;Operador de máquina de fabricar papel e papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
832120;Operador de máquina de fabricar papel (fase seca);Demais Ocupações;Demais Ocupações;Demais Ocupações
833105;Cartonageiro, a máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
833110;Confeccionador de bolsas, sacos e sacolas e papel, a máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
833125;Operador de prensa de embutir papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
833120;Operador de máquina de cortar e dobrar papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
833115;Confeccionador de sacos de celofane, a máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
833205;Cartonageiro, a mão (caixas de papelão);Demais Ocupações;Demais Ocupações;Demais Ocupações
840110;Supervisor da indústria de bebidas;Demais Ocupações;Demais Ocupações;Demais Ocupações
840120;Chefe de confeitaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
840115;Supervisor da indústria de fumo;Demais Ocupações;Demais Ocupações;Demais Ocupações
840105;Supervisor de produção da indústria alimentícia;Demais Ocupações;Demais Ocupações;Demais Ocupações
841105;Moleiro de cereais (exceto arroz);Demais Ocupações;Demais Ocupações;Demais Ocupações
841110;Moleiro de especiarias;Demais Ocupações;Demais Ocupações;Demais Ocupações
841115;Operador de processo de moagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
841210;Refinador de sal;Demais Ocupações;Demais Ocupações;Demais Ocupações
841205;Moedor de sal;Demais Ocupações;Demais Ocupações;Demais Ocupações
841310;Operador de equipamentos de refinação de açúcar (processo contínuo);Demais Ocupações;Demais Ocupações;Demais Ocupações
841305;Operador de cristalização na refinação de açucar;Demais Ocupações;Demais Ocupações;Demais Ocupações
841320;Operador de tratamento de calda na refinação de açúcar;Demais Ocupações;Demais Ocupações;Demais Ocupações
841315;Operador de moenda na fabricação de açúcar;Demais Ocupações;Demais Ocupações;Demais Ocupações
841484;Trabalhador de preparação de pescados (limpeza);Demais Ocupações;Demais Ocupações;Demais Ocupações
841476;Trabalhador de fabricação de margarina;Demais Ocupações;Demais Ocupações;Demais Ocupações
841472;Refinador de óleo e gordura;Demais Ocupações;Demais Ocupações;Demais Ocupações
841468;Preparador de rações;Demais Ocupações;Demais Ocupações;Demais Ocupações
841464;Prensador de frutas (exceto oleaginosas);Demais Ocupações;Demais Ocupações;Demais Ocupações
841460;Operador de preparação de grãos vegetais (óleos e gorduras);Demais Ocupações;Demais Ocupações;Demais Ocupações
841456;Operador de câmaras frias;Demais Ocupações;Demais Ocupações;Demais Ocupações
841444;Hidrogenador de óleos e gorduras;Demais Ocupações;Demais Ocupações;Demais Ocupações
841440;Esterilizador de alimentos;Demais Ocupações;Demais Ocupações;Demais Ocupações
841432;Desidratador de alimentos;Demais Ocupações;Demais Ocupações;Demais Ocupações
841428;Cozinhador de pescado;Demais Ocupações;Demais Ocupações;Demais Ocupações
841420;Cozinhador de frutas e legumes;Demais Ocupações;Demais Ocupações;Demais Ocupações
841416;Cozinhador de carnes;Demais Ocupações;Demais Ocupações;Demais Ocupações
841408;Cozinhador (conservação de alimentos);Demais Ocupações;Demais Ocupações;Demais Ocupações
841448;Lagareiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
841505;Trabalhador de tratamento do leite e fabricação de laticínios e afins;Demais Ocupações;Demais Ocupações;Demais Ocupações
841620;Operador de extração de café solúvel;Demais Ocupações;Demais Ocupações;Demais Ocupações
841630;Misturador de chá ou mate;Demais Ocupações;Demais Ocupações;Demais Ocupações
841625;Torrador de cacau;Demais Ocupações;Demais Ocupações;Demais Ocupações
841605;Misturador de café;Demais Ocupações;Demais Ocupações;Demais Ocupações
841610;Torrador de café;Demais Ocupações;Demais Ocupações;Demais Ocupações
841615;Moedor de café;Demais Ocupações;Demais Ocupações;Demais Ocupações
841735;Dessecador de malte;Demais Ocupações;Demais Ocupações;Demais Ocupações
841740;Vinagreiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
841745;Xaropeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
841725;Malteiro (germinação);Demais Ocupações;Demais Ocupações;Demais Ocupações
841730;Cozinhador de malte;Demais Ocupações;Demais Ocupações;Demais Ocupações
841720;Trabalhador de fabricação de vinhos;Demais Ocupações;Demais Ocupações;Demais Ocupações
841705;Alambiqueiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
841710;Filtrador de cerveja;Demais Ocupações;Demais Ocupações;Demais Ocupações
841715;Fermentador;Demais Ocupações;Demais Ocupações;Demais Ocupações
841810;Operador de máquinas de fabricação de doces, salgados e massas alimentícias;Demais Ocupações;Demais Ocupações;Demais Ocupações
841805;Operador de forno (fabricação de pães, biscoitos e similares);Demais Ocupações;Demais Ocupações;Demais Ocupações
841815;Operador de máquinas de fabricação de chocolates e achocolatados;Demais Ocupações;Demais Ocupações;Demais Ocupações
842135;Operador de máquina de preparação de matéria prima para produção de cigarros;Demais Ocupações;Demais Ocupações;Demais Ocupações
842125;Operador de máquina (fabricação de cigarros);Demais Ocupações;Demais Ocupações;Demais Ocupações
842120;Auxiliar de processamento de fumo;Demais Ocupações;Demais Ocupações;Demais Ocupações
842115;Classificador de fumo;Demais Ocupações;Demais Ocupações;Demais Ocupações
842105;Preparador de melado e essência de fumo;Demais Ocupações;Demais Ocupações;Demais Ocupações
842110;Processador de fumo;Demais Ocupações;Demais Ocupações;Demais Ocupações
842205;Preparador de fumo na fabricação de charutos;Demais Ocupações;Demais Ocupações;Demais Ocupações
842210;Operador de máquina de fabricar charutos e cigarrilhas;Demais Ocupações;Demais Ocupações;Demais Ocupações
842215;Classificador de charutos;Demais Ocupações;Demais Ocupações;Demais Ocupações
842220;Cortador de charutos;Demais Ocupações;Demais Ocupações;Demais Ocupações
842225;Celofanista na fabricação de charutos;Demais Ocupações;Demais Ocupações;Demais Ocupações
842235;Degustador de charutos;Demais Ocupações;Demais Ocupações;Demais Ocupações
842230;Charuteiro a mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
848110;Salgador de alimentos;Demais Ocupações;Demais Ocupações;Demais Ocupações
848105;Defumador de carnes e pescados;Demais Ocupações;Demais Ocupações;Demais Ocupações
848115;Salsicheiro (fabricação de lingüiça, salsicha e produtos similares);Demais Ocupações;Demais Ocupações;Demais Ocupações
848205;Pasteurizador;Demais Ocupações;Demais Ocupações;Demais Ocupações
848210;Queijeiro na fabricação de laticínio;Demais Ocupações;Demais Ocupações;Demais Ocupações
848215;Manteigueiro na fabricação de laticínio;Demais Ocupações;Demais Ocupações;Demais Ocupações
848305;Padeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
848310;Confeiteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
848315;Masseiro (massas alimentícias);Demais Ocupações;Demais Ocupações;Demais Ocupações
848325;Trabalhador de fabricação de sorvete;Demais Ocupações;Demais Ocupações;Demais Ocupações
848425;Classificador de grãos;Demais Ocupações;Demais Ocupações;Demais Ocupações
848420;Degustador de vinhos ou licores;Demais Ocupações;Demais Ocupações;Demais Ocupações
848415;Degustador de derivados de cacau;Demais Ocupações;Demais Ocupações;Demais Ocupações
848405;Degustador de café;Demais Ocupações;Demais Ocupações;Demais Ocupações
848410;Degustador de chá;Demais Ocupações;Demais Ocupações;Demais Ocupações
848525;Retalhador de carne;Demais Ocupações;Demais Ocupações;Demais Ocupações
848515;Desossador;Demais Ocupações;Demais Ocupações;Demais Ocupações
848510;Açougueiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
848505;Abatedor;Demais Ocupações;Demais Ocupações;Demais Ocupações
848520;Magarefe;Demais Ocupações;Demais Ocupações;Demais Ocupações
848605;Trabalhador do beneficiamento de fumo;Demais Ocupações;Demais Ocupações;Demais Ocupações
860105;Supervisor de manutenção eletromecânica (utilidades);Demais Ocupações;Demais Ocupações;Demais Ocupações
860110;Supervisor de operação de fluidos (distribuição, captação, tratamento de água, gases, vapor);Demais Ocupações;Demais Ocupações;Demais Ocupações
860115;Supervisor de operação elétrica (geração, transmissão e distribuição de energia elétrica);Demais Ocupações;Demais Ocupações;Demais Ocupações
861120;Operador de reator nuclear;Demais Ocupações;Demais Ocupações;Demais Ocupações
861115;Operador de central termoelétrica;Demais Ocupações;Demais Ocupações;Demais Ocupações
861110;Operador de quadro de distribuição de energia elétrica;Demais Ocupações;Demais Ocupações;Demais Ocupações
861105;Operador de central hidrelétrica;Demais Ocupações;Demais Ocupações;Demais Ocupações
861205;Operador de subestação;Demais Ocupações;Demais Ocupações;Demais Ocupações
862155;Operador de utilidade (produção e distribuição de vapor, gás, óleo, combustível, energia, oxigênio);Demais Ocupações;Demais Ocupações;Demais Ocupações
