CBO 94 Ocupação;CBO 02;nomenclatura;POTECoriginal;potec;Potec Grupo
92970;766315;Envernizador;Demais Ocupações;Demais Ocupações;Demais Ocupações
92980;766315;Preparador de facas;Demais Ocupações;Demais Ocupações;Demais Ocupações
92990;766125;Outros trabalhadores das artes gráficas  não-classificados sob outras epígrafes;Demais Ocupações;Demais Ocupações;Demais Ocupações
93120;716610;Pintor de obras;Demais Ocupações;Demais Ocupações;Demais Ocupações
93130;723315;Pintor de estruturas metálicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
93190;716610;Outros pintores de obras e de estruturas metálicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
93920;723310;Pintor  a pincel e rolo (exceto obras e estruturas metálicas);Demais Ocupações;Demais Ocupações;Demais Ocupações
93930;723330;Pintor  a pistola (exceto obras e estruturas metálicas);Demais Ocupações;Demais Ocupações;Demais Ocupações
93940;723325;Pintor por imersão;Demais Ocupações;Demais Ocupações;Demais Ocupações
93950;768625;Pintor de letreiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
93960;723320;Pintor de veículos;Demais Ocupações;Demais Ocupações;Demais Ocupações
93990;262405;Outros pintores não-classificados sob  outras epígrafes;Demais Ocupações;Demais Ocupações;Demais Ocupações
94120;742115;Confeccionador de instrumentos de corda;Demais Ocupações;Demais Ocupações;Demais Ocupações
94130;742125;Confeccionador de instrumentos de sopro (madeira);Demais Ocupações;Demais Ocupações;Demais Ocupações
94140;742130;Confeccionador de instrumentos de sopro (metal);Demais Ocupações;Demais Ocupações;Demais Ocupações
94145;742120;Confeccionador de instrumentos de percussão (pele, couro ou plástico);Demais Ocupações;Demais Ocupações;Demais Ocupações
94150;742110;Confeccionador de acordeão;Demais Ocupações;Demais Ocupações;Demais Ocupações
94160;742135;Confeccionador de órgão;Demais Ocupações;Demais Ocupações;Demais Ocupações
94170;742140;Confeccionador de piano;Demais Ocupações;Demais Ocupações;Demais Ocupações
94180;742105;Afinador de instrumentos musicais;Demais Ocupações;Demais Ocupações;Demais Ocupações
94190;740110;Outros confeccionadores de instrumentos musicais e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
94220;776405;Cesteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
94230;776430;Vassoureiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
94240;776410;Confeccionador de escovas, pincéis e produtos si- milares (à mão);Demais Ocupações;Demais Ocupações;Demais Ocupações
94245;776415;Confeccionador de escovas, pincéis e produtos si- milares (à máquina);Demais Ocupações;Demais Ocupações;Demais Ocupações
94250;776420;Confeccionador de móveis de vime, junco e bambu;Demais Ocupações;Demais Ocupações;Demais Ocupações
94260;776425;Esteireiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
94270;768125;Chapeleiro (chapéus de palha);Demais Ocupações;Demais Ocupações;Demais Ocupações
94290;768125;Outros cesteiros, confeccionadores de produtos de vime e similares e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
94320;823325;Trabalhador   da  elaboração   de   pré-fabricados (concreto armado);Demais Ocupações;Demais Ocupações;Demais Ocupações
94330;823320;Trabalhador  da  elaboração de pré-fabricados (cimento-amianto);Demais Ocupações;Demais Ocupações;Demais Ocupações
94340;823330;Trabalhador da fabricação de pedras artificiais;Demais Ocupações;Demais Ocupações;Demais Ocupações
94350;823265;Trabalhador da fabricação de produtos abrasivos;Demais Ocupações;Demais Ocupações;Demais Ocupações
94360;823230;Moldador de abrasivos;Demais Ocupações;Demais Ocupações;Demais Ocupações
94390;711105;Outros trabalhadores de fabricação de produtos derivados de minerais não-metálicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
94920;328110;Taxidermista;Demais Ocupações;Demais Ocupações;Demais Ocupações
94930;766115;Confeccionador de linóleo;Demais Ocupações;Demais Ocupações;Demais Ocupações
94940;765215;Confeccionador de brinquedos de pano;Demais Ocupações;Demais Ocupações;Demais Ocupações
94950;768630;Confeccionador de carimbo de borracha;Demais Ocupações;Demais Ocupações;Demais Ocupações
94955;811725;Confeccionador de velas (por imersão);Demais Ocupações;Demais Ocupações;Demais Ocupações
94965;811735;Confeccionador de velas (por moldagem);Demais Ocupações;Demais Ocupações;Demais Ocupações
94970;766145;Confeccionador de papel e filmes fotográficos;Demais Ocupações;Demais Ocupações;Demais Ocupações
94975;765405;Confeccionador de fecho-ecler;Demais Ocupações;Demais Ocupações;Demais Ocupações
94990;141410;Outros  trabalhadores da confecção de instrumentos musicais, de produtos de vime e similares, deriva;Demais Ocupações;Demais Ocupações;Demais Ocupações
95110;715210;Pedreiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
95120;715230;Pedreiro de edificações;Demais Ocupações;Demais Ocupações;Demais Ocupações
95125;715215;Pedreiro (chaminés industriais);Demais Ocupações;Demais Ocupações;Demais Ocupações
95130;715220;Pedreiro de material refratário;Demais Ocupações;Demais Ocupações;Demais Ocupações
95135;715225;Pedreiro (minera|ão);Demais Ocupações;Demais Ocupações;Demais Ocupações
95165;715210;Estucador;Demais Ocupações;Demais Ocupações;Demais Ocupações
95190;715210;Outros pedreiros e estucadores;Demais Ocupações;Demais Ocupações;Demais Ocupações
95210;715305;Armador de estrutura de concreto, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
95222;715310;Moldador de corpos de prova em usina de concreto;Demais Ocupações;Demais Ocupações;Demais Ocupações
95230;715315;Armador de concreto armado;Demais Ocupações;Demais Ocupações;Demais Ocupações
95240;716105;Acabador de superfícies de concreto armado;Demais Ocupações;Demais Ocupações;Demais Ocupações
95250;716110;Revestidor de pavimentos contínuos;Demais Ocupações;Demais Ocupações;Demais Ocupações
95290;715305;Outros trabalhadores de concreto armado;Demais Ocupações;Demais Ocupações;Demais Ocupações
95310;716205;Telhador, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
95320;716205;Telhador (telhas de argila e materiais similares);Demais Ocupações;Demais Ocupações;Demais Ocupações
95330;716220;Telhador (telhas plásticas);Demais Ocupações;Demais Ocupações;Demais Ocupações
95340;716210;Telhador (asfalto);Demais Ocupações;Demais Ocupações;Demais Ocupações
95350;716215;Telhador (telhas metálicas);Demais Ocupações;Demais Ocupações;Demais Ocupações
95370;716210;Telhador (telhas de cimento-amianto);Demais Ocupações;Demais Ocupações;Demais Ocupações
95390;716210;Outros telhadores;Demais Ocupações;Demais Ocupações;Demais Ocupações
95410;715505;Carpinteiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
95415;715525;Carpinteiro (obras);Demais Ocupações;Demais Ocupações;Demais Ocupações
95417;715535;Carpinteiro (formas para concreto);Demais Ocupações;Demais Ocupações;Demais Ocupações
95420;715510;Carpinteiro (esquadrias);Demais Ocupações;Demais Ocupações;Demais Ocupações
95425;715530;Carpinteiro (telhados);Demais Ocupações;Demais Ocupações;Demais Ocupações
95430;715515;Carpinteiro (cenários);Demais Ocupações;Demais Ocupações;Demais Ocupações
95440;777115;Carpinteiro naval (estaleiros);Demais Ocupações;Demais Ocupações;Demais Ocupações
95445;777110;Carpinteiro naval (embarcações);Demais Ocupações;Demais Ocupações;Demais Ocupações
95450;777105;Carpinteiro (construção de pequenas embarcações);Demais Ocupações;Demais Ocupações;Demais Ocupações
95460;715505;Carpinteiro (aeronaves);Demais Ocupações;Demais Ocupações;Demais Ocupações
95465;715520;Carpinteiro (mineração);Demais Ocupações;Demais Ocupações;Demais Ocupações
95480;777210;Carpinteiro (carrocerias);Demais Ocupações;Demais Ocupações;Demais Ocupações
95485;777205;Carpinteiro (carretas);Demais Ocupações;Demais Ocupações;Demais Ocupações
95490;715505;Outros carpinteiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
95520;716405;Gesseiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
95535;716525;Marmorista (construção);Demais Ocupações;Demais Ocupações;Demais Ocupações
95545;716530;Mosaísta;Demais Ocupações;Demais Ocupações;Demais Ocupações
95550;716510;Ladrilheiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
95555;716515;Pastilheiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
95560;716505;Assoalhador;Demais Ocupações;Demais Ocupações;Demais Ocupações
95565;716535;Taqueiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
95570;716520;Lustrador de piso;Demais Ocupações;Demais Ocupações;Demais Ocupações
95590;710205;Outros ladrilheiros, taqueiros e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
95620;715725;Instalador  de  material isolante, à mão, em edifi cações;Demais Ocupações;Demais Ocupações;Demais Ocupações
95630;715730;Instalador de material isolante, à máquina, (edifi ações);Demais Ocupações;Demais Ocupações;Demais Ocupações
95635;715705;Aplicador  de asfalto impermeabilizante  (coberturas);Demais Ocupações;Demais Ocupações;Demais Ocupações
95640;715710;Instalador de isolantes acústicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
95650;715720;Instalador  de  isolantes  térmicos de  caldeira e tubulações;Demais Ocupações;Demais Ocupações;Demais Ocupações
95660;715715;Instalador de isolantes  térmicos  (refrigeração e climatização);Demais Ocupações;Demais Ocupações;Demais Ocupações
95690;391205;Outros instaladores de material isolante;Demais Ocupações;Demais Ocupações;Demais Ocupações
95710;716305;Vidraceiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
95720;716310;Vidraceiro (edificações);Demais Ocupações;Demais Ocupações;Demais Ocupações
95750;716315;Vidraceiro (vitrais);Demais Ocupações;Demais Ocupações;Demais Ocupações
95760;991310;Vidraceiro (veículos);Demais Ocupações;Demais Ocupações;Demais Ocupações
95790;716305;Outros vidraceiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
95920;514325;Trabalhador da manunteção de edificações;Demais Ocupações;Demais Ocupações;Demais Ocupações
95925;716615;Revestidor de interiores (papel e material plástico);Demais Ocupações;Demais Ocupações;Demais Ocupações
95932;717020;Servente de obras;Demais Ocupações;Demais Ocupações;Demais Ocupações
95940;715545;Montador de andaimes (edificações);Demais Ocupações;Demais Ocupações;Demais Ocupações
95945;717005;Demolidor (edificações);Demais Ocupações;Demais Ocupações;Demais Ocupações
95955;717015;Poceiro (edificações);Demais Ocupações;Demais Ocupações;Demais Ocupações
95960;781705;Mergulhador;Demais Ocupações;Demais Ocupações;Demais Ocupações
95965;716605;Calafetador;Demais Ocupações;Demais Ocupações;Demais Ocupações
95975;514315;Limpador de fachadas;Demais Ocupações;Demais Ocupações;Demais Ocupações
95980;715205;Calceteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
95990;710205;Outros  trabalhadores da construção civil e trabalhadores assemelhados não-classificados sob outras epígrafes;Demais Ocupações;Demais Ocupações;Demais Ocupações
96120;861115;Operador de central termelétrica;Demais Ocupações;Demais Ocupações;Demais Ocupações
96130;861105;Operador de central hidrelétrica;Demais Ocupações;Demais Ocupações;Demais Ocupações
96140;861120;Operador de reator nuclear;Demais Ocupações;Demais Ocupações;Demais Ocupações
96160;861110;Operador de quadro de distribuição de energia elétrica;Demais Ocupações;Demais Ocupações;Demais Ocupações
96180;861205;Operador de subestação;Demais Ocupações;Demais Ocupações;Demais Ocupações
96190;391205;Outros  operadores  de  instalações de produção de energia elétrica e nuclear;Demais Ocupações;Demais Ocupações;Demais Ocupações
96910;862150;Operador de máquinas fixas, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
96920;862130;Operador de compressor de ar;Demais Ocupações;Demais Ocupações;Demais Ocupações
96925;862405;Operador de compressor de gás;Demais Ocupações;Demais Ocupações;Demais Ocupações
96930;862120;Operador de caldeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
96940;862140;Operador de estação de bombeamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
96950;862205;Operador de estação de tratamento de água;Demais Ocupações;Demais Ocupações;Demais Ocupações
96955;862305;Operador de estação de tratamento biológico;Demais Ocupações;Demais Ocupações;Demais Ocupações
96960;862310;Operador de forno de incineração;Demais Ocupações;Demais Ocupações;Demais Ocupações
96970;862505;Operador de instalação de refrigeração;Demais Ocupações;Demais Ocupações;Demais Ocupações
96980;862515;Operador de instalação de ar-condicionado;Demais Ocupações;Demais Ocupações;Demais Ocupações
96990;391205;Outros  operadores  de máquinas fixas e de equipamentos similares não-classificados sob outras epígr;Demais Ocupações;Demais Ocupações;Demais Ocupações
97110;783210;Trabalhadores da  movimentação de cargas e descargas de mercadorias, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
97120;783220;Estivador;Demais Ocupações;Demais Ocupações;Demais Ocupações
97130;783215;Carregador (veículos de transporte terrestre);Demais Ocupações;Demais Ocupações;Demais Ocupações
97135;783205;Carregador (aeronave);Demais Ocupações;Demais Ocupações;Demais Ocupações
97140;783220;Carregador (navios-tanque);Demais Ocupações;Demais Ocupações;Demais Ocupações
